grid,model,backend,language,country,occupation,prompt_id,cell_id,image_id,seed,prompt,prompt_status,target_n,current_n,missing_n,shard_group,shard_id,n_shards,recommended_runner,output_metadata_path,output_image_dir
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140302004,202625140302004,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140302005,202625140302005,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140302006,202625140302006,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140302007,202625140302007,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140302008,202625140302008,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140302009,202625140302009,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140303000,202625140303000,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140303001,202625140303001,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,3,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140303002,202625140303002,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140303003,202625140303003,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,2,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140303004,202625140303004,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140303005,202625140303005,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,3,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140303006,202625140303006,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140303007,202625140303007,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140303008,202625140303008,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140303009,202625140303009,,unavailable:ValueError:no documented qu translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,gn,MULTI,nurse,pollinations/flux|gn|MULTI|nurse,pollinations/flux|gn|MULTI|nurse,pollinations_flux__nurse__202625140310000,202625140310000,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|pollinations/flux|gn,1,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,gn,MULTI,nurse,pollinations/flux|gn|MULTI|nurse,pollinations/flux|gn|MULTI|nurse,pollinations_flux__nurse__202625140310001,202625140310001,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|pollinations/flux|gn,0,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,gn,MULTI,nurse,pollinations/flux|gn|MULTI|nurse,pollinations/flux|gn|MULTI|nurse,pollinations_flux__nurse__202625140310002,202625140310002,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|pollinations/flux|gn,0,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,gn,MULTI,nurse,pollinations/flux|gn|MULTI|nurse,pollinations/flux|gn|MULTI|nurse,pollinations_flux__nurse__202625140310003,202625140310003,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|pollinations/flux|gn,0,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,gn,MULTI,nurse,pollinations/flux|gn|MULTI|nurse,pollinations/flux|gn|MULTI|nurse,pollinations_flux__nurse__202625140310004,202625140310004,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|pollinations/flux|gn,3,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,gn,MULTI,nurse,pollinations/flux|gn|MULTI|nurse,pollinations/flux|gn|MULTI|nurse,pollinations_flux__nurse__202625140310005,202625140310005,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|pollinations/flux|gn,0,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,gn,MULTI,nurse,pollinations/flux|gn|MULTI|nurse,pollinations/flux|gn|MULTI|nurse,pollinations_flux__nurse__202625140310006,202625140310006,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|pollinations/flux|gn,2,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,gn,MULTI,nurse,pollinations/flux|gn|MULTI|nurse,pollinations/flux|gn|MULTI|nurse,pollinations_flux__nurse__202625140310007,202625140310007,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|pollinations/flux|gn,3,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,gn,MULTI,nurse,pollinations/flux|gn|MULTI|nurse,pollinations/flux|gn|MULTI|nurse,pollinations_flux__nurse__202625140310008,202625140310008,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|pollinations/flux|gn,3,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,gn,MULTI,nurse,pollinations/flux|gn|MULTI|nurse,pollinations/flux|gn|MULTI|nurse,pollinations_flux__nurse__202625140310009,202625140310009,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|pollinations/flux|gn,2,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,gn,MULTI,nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml_stable-diffusion-v1-5__nurse__202625140311000,202625140311000,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|runwayml/stable-diffusion-v1-5|gn,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,gn,MULTI,nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml_stable-diffusion-v1-5__nurse__202625140311001,202625140311001,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|runwayml/stable-diffusion-v1-5|gn,0,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,gn,MULTI,nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml_stable-diffusion-v1-5__nurse__202625140311002,202625140311002,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|runwayml/stable-diffusion-v1-5|gn,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,gn,MULTI,nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml_stable-diffusion-v1-5__nurse__202625140311003,202625140311003,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|runwayml/stable-diffusion-v1-5|gn,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,gn,MULTI,nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml_stable-diffusion-v1-5__nurse__202625140311004,202625140311004,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|runwayml/stable-diffusion-v1-5|gn,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,gn,MULTI,nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml_stable-diffusion-v1-5__nurse__202625140311005,202625140311005,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|runwayml/stable-diffusion-v1-5|gn,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,gn,MULTI,nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml_stable-diffusion-v1-5__nurse__202625140311006,202625140311006,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|runwayml/stable-diffusion-v1-5|gn,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,gn,MULTI,nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml_stable-diffusion-v1-5__nurse__202625140311007,202625140311007,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|runwayml/stable-diffusion-v1-5|gn,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,gn,MULTI,nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml_stable-diffusion-v1-5__nurse__202625140311008,202625140311008,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|runwayml/stable-diffusion-v1-5|gn,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,gn,MULTI,nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml/stable-diffusion-v1-5|gn|MULTI|nurse,runwayml_stable-diffusion-v1-5__nurse__202625140311009,202625140311009,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|runwayml/stable-diffusion-v1-5|gn,0,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140312000,202625140312000,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|gn,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140312001,202625140312001,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|gn,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140312002,202625140312002,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|gn,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140312003,202625140312003,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|gn,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140312004,202625140312004,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|gn,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140312005,202625140312005,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|gn,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140312006,202625140312006,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|gn,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140312007,202625140312007,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|gn,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140312008,202625140312008,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|gn,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai/stable-diffusion-xl-base-1.0|gn|MULTI|nurse,stabilityai_stable-diffusion-xl-base-1.0__nurse__202625140312009,202625140312009,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|gn,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140313000,202625140313000,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|gn,2,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140313001,202625140313001,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|gn,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140313002,202625140313002,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|gn,2,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140313003,202625140313003,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|gn,2,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140313004,202625140313004,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|gn,0,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140313005,202625140313005,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|gn,2,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140313006,202625140313006,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|gn,0,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140313007,202625140313007,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|gn,2,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140313008,202625140313008,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|gn,0,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,gn,MULTI,nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai/stable-diffusion-3.5-medium|gn|MULTI|nurse,stabilityai_stable-diffusion-3.5-medium__nurse__202625140313009,202625140313009,,unavailable:ValueError:no documented gn translation for occupation 'nurse',10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|gn,3,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,police officer,pollinations/flux|qu|MULTI|police officer,pollinations/flux|qu|MULTI|police officer,pollinations_flux__police_officer__202625140400000,202625140400000,runa qhawaq,ok,10,0,10,robustness|pollinations/flux|qu,0,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,police officer,pollinations/flux|qu|MULTI|police officer,pollinations/flux|qu|MULTI|police officer,pollinations_flux__police_officer__202625140400001,202625140400001,runa qhawaq,ok,10,0,10,robustness|pollinations/flux|qu,3,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,police officer,pollinations/flux|qu|MULTI|police officer,pollinations/flux|qu|MULTI|police officer,pollinations_flux__police_officer__202625140400002,202625140400002,runa qhawaq,ok,10,0,10,robustness|pollinations/flux|qu,3,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,police officer,pollinations/flux|qu|MULTI|police officer,pollinations/flux|qu|MULTI|police officer,pollinations_flux__police_officer__202625140400003,202625140400003,runa qhawaq,ok,10,0,10,robustness|pollinations/flux|qu,2,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,police officer,pollinations/flux|qu|MULTI|police officer,pollinations/flux|qu|MULTI|police officer,pollinations_flux__police_officer__202625140400004,202625140400004,runa qhawaq,ok,10,0,10,robustness|pollinations/flux|qu,3,4,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,police officer,pollinations/flux|qu|MULTI|police officer,pollinations/flux|qu|MULTI|police officer,pollinations_flux__police_officer__202625140400005,202625140400005,runa qhawaq,ok,10,0,10,robustness|pollinations/flux|qu,2,4,local,images/main/metadata_local_<run_id>.parquet,images/main
